count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
74427,2001,3,Scotland,3,"Glasgow City",A726,Major,"LA boundary",A736,251250,661120,55.82034829,-4.37579413,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",32,62,12161,148,1072,316,49,56,23,27,24,495,13938
74414,2000,3,Scotland,3,"Glasgow City",A741,Major,Ferry,A814,251250,668560,55.88713827,-4.37987516,0.30,0.19,Counted,"Dependent on a neighbouring counted link",22,42,2676,200,431,145,40,22,28,27,23,285,3634
74379,2012,3,Scotland,3,"Glasgow City",A726,Major,M77,"LA boundary",254000,659020,55.80233515,-4.33081451,1.00,0.62,Counted,"Dependent on a neighbouring counted link",60,41,18460,199,1698,349,54,20,10,8,6,447,20846
951151,2019,3,Scotland,3,"Glasgow City",U,Minor,,,259265,667175,55.87711200,-4.25112090,,,Counted,"Manual count",103,25,6104,74,1395,91,47,47,6,21,26,237,7834
931874,2019,3,Scotland,3,"Glasgow City",U,Minor,,,263210,665170,55.86024700,-4.18710290,,,Counted,"Manual count",11,38,6036,191,790,53,15,2,1,1,0,72,7128
30925,2014,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 James Watt St",258300,664950,55.85685480,-4.26536861,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1258,87,12123,92,1547,239,22,22,12,7,9,312,14160
30919,2014,3,Scotland,3,"Glasgow City",A804,Major,A82,M8/A81,258500,666400,55.86993146,-4.26293332,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",38,41,10367,552,2012,268,42,55,8,15,14,403,13374
20842,2014,3,Scotland,3,"Glasgow City",A82,Major,A739,"LA Boundary",252200,669990,55.90026818,-4.36548197,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",63,40,18759,615,2356,321,26,15,7,31,31,432,22202
40810,2017,3,Scotland,3,"Glasgow City",M8,Major,18,17,257950,666000,55.86617849,-4.27150558,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,207,101382,243,19703,2868,516,700,96,1863,1226,7269,128803
40910,2017,3,Scotland,3,"Glasgow City",A749,Major,A74,A8,260000,664580,55.85402969,-4.23804183,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",28,36,12081,446,3188,414,50,37,7,4,5,517,16268
50808,2017,3,Scotland,3,"Glasgow City",M8,Major,10,9,267300,665400,55.86345716,-4.12191969,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",0,197,70879,800,14158,3674,567,843,330,1434,1315,8163,94197
74422,2012,3,Scotland,3,"Glasgow City",M73,Major,2,"LA boundary",269625,665005,55.86054517,-4.08460753,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,116,30847,227,7403,1566,456,432,212,1134,1795,5594,44188
74423,2012,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary","LA Boundary",269890,667200,55.88032556,-4.08143111,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",0,116,30847,227,7403,1566,456,432,212,1134,1795,5594,44188
82016,2012,3,Scotland,3,"Glasgow City",M74,Major,A724,A730/B763,260176,662450,55.83495749,-4.23413498,0.20,0.12,Estimated,"Estimated from nearby links",0,216,49412,231,7962,1618,296,276,351,2244,2421,7207,65029
77420,2000,3,Scotland,3,"Glasgow City",A752,Major,"LA Boundary","LA boundary",270015,665290,55.86320953,-4.07851772,1.00,0.62,Counted,"Dependent on a neighbouring counted link",17,36,7203,131,967,295,32,40,10,20,18,415,8752
63,2012,3,Scotland,3,"Glasgow City",M74,Major,A74,A724,263553,662467,55.83607715,-4.18026753,0.10,0.06,Estimated,"Estimated from nearby links",0,203,46387,217,7475,1519,278,259,330,2107,2273,6766,61048
74422,2013,3,Scotland,3,"Glasgow City",M73,Major,2,"LA boundary",269625,665005,55.86054517,-4.08460753,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,127,31155,239,7992,1593,500,495,163,1116,1891,5758,45271
50721,2013,3,Scotland,3,"Glasgow City",M8,Major,M73,"LA boundary",269480,664035,55.85179636,-4.08645551,0.40,0.25,Counted,"Automatic counter",0,203,53877,404,10854,3000,651,658,522,1148,957,6937,72275
74423,2013,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary","LA Boundary",269890,667200,55.88032556,-4.08143111,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",0,127,31155,239,7992,1593,500,495,163,1116,1891,5758,45271
74425,2019,3,Scotland,3,"Glasgow City",A814,Major,"LA boundary",A714,251000,668940,55.89047100,-4.38407760,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",106,26,13327,83,2187,120,32,44,15,23,31,264,15888
967606,2019,3,Scotland,3,"Glasgow City",U,Minor,,,255775,664825,55.85498200,-4.30560500,,,Counted,"Manual count",42,6,1194,0,457,34,13,5,1,1,0,54,1710
931911,2019,3,Scotland,3,"Glasgow City",U,Minor,,,258330,665740,55.86395500,-4.26530260,,,Counted,"Manual count",37,8,1104,40,147,14,5,0,0,1,0,19,1318
30956,2014,3,Scotland,3,"Glasgow City",A879,Major,"Skirsa St","LA Boundary",258200,670000,55.90216332,-4.26960988,3.70,2.30,Estimated,"Estimated using previous year's AADF on this link",16,37,10214,37,1668,240,44,94,4,19,31,432,12389
30839,2014,3,Scotland,3,"Glasgow City",A77,Major,"B768 Langside Avenue","B763 Nithsdale Drive",258000,662780,55.83728459,-4.26902132,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",267,69,10085,1147,1477,208,28,6,4,3,2,250,13028
20811,2014,3,Scotland,3,"Glasgow City",M8,Major,25,24,254000,664600,55.85242949,-4.33381376,1.60,0.99,Counted,"Automatic counter",0,473,97795,1194,14633,3449,623,599,344,1430,1261,7707,121802
20817,2014,3,Scotland,3,"Glasgow City",A8,Major,"A803 Springburn Rd","A803 Castle St",260200,665850,55.86548984,-4.23550461,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",236,68,12569,694,1585,314,22,9,3,14,6,368,15284
20900,2014,3,Scotland,3,"Glasgow City",A728,Major,A730,A8/A74,259000,664000,55.84853103,-4.25370123,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",125,42,12880,224,2148,430,66,28,6,17,14,561,15855
1033,2011,3,Scotland,3,"Glasgow City",A82,Major,A804,A804,258100,666500,55.87071159,-4.26937261,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",169,84,15982,472,2608,358,37,24,18,38,40,515,19661
1011,2011,3,Scotland,3,"Glasgow City",A8,Major,"A8 Bridgegate",A89/A749,259560,664750,55.85542796,-4.24515273,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",105,68,11905,102,1752,298,29,13,7,10,13,370,14197
1029,2011,3,Scotland,3,"Glasgow City",A80,Major,A8,M8,262900,666000,55.86761239,-4.19247176,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",17,17,5869,373,985,137,32,14,12,8,9,212,7456
1038,2011,3,Scotland,3,"Glasgow City",A89,Major,A8,"B763 Millerston Street",260500,664770,55.85588048,-4.23015900,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",100,25,8312,835,1022,218,22,13,3,5,7,268,10462
1001,2011,3,Scotland,3,"Glasgow City",M8,Major,16,15,259700,666300,55.86938461,-4.24372051,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,665,131399,729,21855,4752,647,691,189,1621,1521,9421,164069
50721,2010,3,Scotland,3,"Glasgow City",M8,Major,M73,"LA boundary",269480,664035,55.85179636,-4.08645551,0.40,0.25,Counted,"Dependent on a neighbouring counted link",0,205,54423,409,10964,3030,658,665,528,1160,967,7008,73009
40918,2015,3,Scotland,3,"Glasgow City",A803,Major,A804,"B808 Springburn Road",260400,667300,55.87856598,-4.23305880,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",81,57,21681,408,3788,306,76,16,15,16,87,515,26449
10813,2011,3,Scotland,3,"Glasgow City",M8,Major,13,12,263000,666600,55.87302781,-4.19117851,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,315,93243,1126,14359,3662,788,624,341,1258,1534,8207,117250
1000,2011,3,Scotland,3,"Glasgow City",M8,Major,11,10,266200,666110,55.86952779,-4.13983296,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,420,96560,1136,16302,3309,571,606,537,1419,1710,8152,122570
10814,2011,3,Scotland,3,"Glasgow City",M8,Major,23,22,256000,664200,55.84943996,-4.30168205,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",0,468,88932,1289,15165,3304,511,485,298,1173,1170,6941,112795
10821,2011,3,Scotland,3,"Glasgow City",A8,Major,A89,A803,260000,665330,55.86076321,-4.23842914,1.00,0.62,Counted,"Manual count",100,47,12217,179,1844,321,23,12,19,24,8,407,14694
40817,2008,3,Scotland,3,"Glasgow City",A8,Major,A730,A74/A728,259200,664300,55.85128287,-4.25066523,0.30,0.19,Counted,"Manual count",64,53,14203,151,2266,450,99,75,32,55,48,759,17432
74422,2010,3,Scotland,3,"Glasgow City",M73,Major,2,"LA boundary",269625,665005,55.86054517,-4.08460753,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,129,30902,190,6910,1723,432,374,367,1206,1666,5768,43899
50721,2016,3,Scotland,3,"Glasgow City",M8,Major,M73,"LA boundary",269480,664035,55.85179636,-4.08645551,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",0,215,56981,415,12092,3310,668,804,563,1140,1044,7530,77233
74423,2010,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary","LA Boundary",269890,667200,55.88032556,-4.08143111,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",0,129,30902,190,6910,1723,432,374,367,1206,1666,5768,43899
967607,2019,3,Scotland,3,"Glasgow City",U,Minor,,,256666,660192,55.81365400,-4.28893800,,,Counted,"Manual count",4,0,359,0,26,0,0,0,0,0,0,0,385
967604,2019,3,Scotland,3,"Glasgow City",U,Minor,,,254170,662698,55.83540400,-4.33007840,,,Counted,"Manual count",27,9,387,0,78,2,2,0,0,0,0,4,478
30919,2015,3,Scotland,3,"Glasgow City",A804,Major,A82,M8/A81,258500,666400,55.86993146,-4.26293332,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",36,36,10572,594,2110,255,43,53,10,14,14,388,13700
50733,2017,3,Scotland,3,"Glasgow City",A8,Major,"A803 Castle St",A80,262000,665500,55.86286635,-4.20658743,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",66,51,12768,387,2433,169,62,35,9,9,17,301,15940
50728,2017,3,Scotland,3,"Glasgow City",A8,Major,A74/A728,A814,259400,664400,55.85223903,-4.24752510,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",146,38,11801,108,1989,310,56,23,4,7,8,408,14346
50828,2017,3,Scotland,3,"Glasgow City",A82,Major,A804,A739,257200,667130,55.87610163,-4.28407549,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",295,74,16234,297,2566,241,40,26,18,20,36,382,19552
50952,2017,3,Scotland,3,"Glasgow City",A814,Major,A804,"A814 Stobcross St",257600,665000,55.85709740,-4.27656816,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",301,41,10828,243,2048,278,42,30,6,11,14,382,13541
931912,2018,3,Scotland,3,"Glasgow City",U,Minor,,,260180,659210,55.80586958,-4.23240404,,,Counted,"Manual count",21,19,6326,557,625,19,4,5,3,0,1,31,7558
30839,2015,3,Scotland,3,"Glasgow City",A77,Major,"B768 Langside Avenue","B763 Nithsdale Drive",258000,662780,55.83728459,-4.26902132,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",248,61,10285,1235,1548,197,28,5,5,3,2,241,13370
50728,2015,3,Scotland,3,"Glasgow City",A8,Major,A74/A728,A814,259400,664400,55.85223903,-4.24752510,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",163,39,11706,125,1730,308,55,20,4,8,8,403,14003
30820,2015,3,Scotland,3,"Glasgow City",A8,Major,"A814 Clyde St","A8 Bridgegate",259500,664600,55.85406378,-4.24603270,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",145,51,12840,140,2854,331,39,58,3,11,8,450,16335
50733,2015,3,Scotland,3,"Glasgow City",A8,Major,"A803 Castle St",A80,262000,665500,55.86286635,-4.20658743,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",74,52,12665,448,2116,168,61,30,8,10,17,294,15574
50808,2015,3,Scotland,3,"Glasgow City",M8,Major,10,9,267300,665400,55.86345716,-4.12191969,1.40,0.87,Counted,"Automatic counter",0,214,71860,853,12554,3390,554,666,323,1505,1249,7687,93169
50795,2015,3,Scotland,3,"Glasgow City",A74,Major,A749,A8,260060,663730,55.84641578,-4.23664560,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",36,26,6829,111,1217,131,32,11,4,7,12,197,8380
50828,2015,3,Scotland,3,"Glasgow City",A82,Major,A804,A739,257200,667130,55.87610163,-4.28407549,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",330,75,16103,343,2232,239,40,22,17,23,36,377,19129
10820,2011,3,Scotland,3,"Glasgow City",A8,Major,A730,A814,259200,664600,55.85397625,-4.25082099,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",469,15,4379,1046,385,44,13,8,2,2,2,71,5896
931872,2018,3,Scotland,3,"Glasgow City",U,Minor,,,256900,670430,55.90563700,-4.29061180,,,Counted,"Manual count",11,1,3953,166,495,13,10,9,0,0,1,33,4648
74425,2018,3,Scotland,3,"Glasgow City",A814,Major,"LA boundary",A714,251000,668940,55.89047100,-4.38407760,0.70,0.43,Counted,"Dependent on a neighbouring counted link",97,28,13162,82,2206,121,32,44,14,22,31,264,15743
31022,2015,3,Scotland,3,"Glasgow City",A739,Major,A761,M8,253400,664000,55.84686099,-4.34306505,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",38,37,12304,347,1315,202,56,7,22,6,5,299,14303
50978,2017,3,Scotland,3,"Glasgow City",A761,Major,A739,A736,253000,663900,55.84584149,-4.34939363,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",145,55,16158,946,2583,235,46,30,2,8,4,325,20067
50979,2017,3,Scotland,3,"Glasgow City",A736,Major,A761,"LA boundary",252100,665000,55.85544127,-4.36435416,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",33,23,14334,223,2605,365,68,86,9,19,22,568,17754
50950,2017,3,Scotland,3,"Glasgow City",A814,Major,"A8 Gorbals St","A8 Saltmarket",259300,664600,55.85400545,-4.24922489,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",93,17,5393,52,1244,131,58,20,4,1,3,217,6922
1094,2011,3,Scotland,3,"Glasgow City",A739,Major,A814,A82,254600,668000,55.88313421,-4.32606275,2.30,1.43,Counted,"Manual count",142,138,34424,187,3593,581,86,70,25,40,44,846,39188
1097,2011,3,Scotland,3,"Glasgow City",A749,Major,"LA Boundary",A74,261220,663320,55.84306998,-4.21792442,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",49,49,10962,370,2590,440,83,49,32,18,49,671,14642
11020,2011,3,Scotland,3,"Glasgow City",A739,Major,M8,A8,253600,665000,55.85589915,-4.34041344,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2,110,34063,163,3692,612,121,137,55,92,86,1103,39131
1112,2011,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 Bromielaw",258400,665100,55.85823087,-4.26385076,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",70,39,8952,243,2278,262,50,22,6,2,12,354,11866
1143,2007,3,Scotland,3,"Glasgow City",A879,Major,M8,"B808 Hayston Street",259100,667800,55.88267637,-4.25408136,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",17,49,10082,443,2560,392,57,92,33,16,93,683,13817
1112,2007,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 Bromielaw",258400,665100,55.85823087,-4.26385076,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",57,45,9038,263,1845,266,42,22,7,2,11,350,11541
50950,2008,3,Scotland,3,"Glasgow City",A814,Major,"A8 Gorbals St","A8 Saltmarket",259300,664600,55.85400545,-4.24922489,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",111,21,5168,49,759,133,38,14,7,2,3,197,6194
50952,2008,3,Scotland,3,"Glasgow City",A814,Major,A804,"A814 Stobcross St",257600,665000,55.85709740,-4.27656816,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",73,76,11690,145,2261,480,98,231,23,13,36,881,15053
941149,2018,3,Scotland,3,"Glasgow City",U,Minor,,,259230,664100,55.84949603,-4.25008263,,,Counted,"Manual count",67,2,195,0,19,2,0,0,0,0,0,2,218
931870,2018,3,Scotland,3,"Glasgow City",U,Minor,,,253500,659980,55.81080100,-4.33930090,,,Counted,"Manual count",31,5,3188,94,318,3,5,2,0,1,0,11,3616
931911,2018,3,Scotland,3,"Glasgow City",U,Minor,,,258330,665740,55.86395500,-4.26530260,,,Estimated,"Estimated using previous year's AADF on this link",22,9,1122,2,121,23,2,0,0,0,0,25,1279
30812,2015,3,Scotland,3,"Glasgow City",M8,Major,17,16,259000,666400,55.87007805,-4.25494962,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,170,112056,224,20516,2131,568,764,129,341,2516,6450,139416
50974,2017,3,Scotland,3,"Glasgow City",A739,Major,A8,A814,254200,666400,55.86864941,-4.33159009,2.10,1.30,Counted,"Automatic counter",0,134,38690,238,7632,440,86,111,19,5,143,805,47498
50976,2017,3,Scotland,3,"Glasgow City",A739,Major,A82,"LA boundary",254700,669000,55.89214183,-4.32500251,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",51,78,26509,230,5023,240,62,65,12,6,64,449,32289
10924,2011,3,Scotland,3,"Glasgow City",A814,Major,"A814 James Watt St",A77,258500,664930,55.85673399,-4.26216578,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",437,119,18444,94,1977,382,81,29,18,24,15,549,21183
1091,2011,3,Scotland,3,"Glasgow City",A736,Major,A726,"B762 Barrhead Road",251900,661200,55.82126634,-4.36547293,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",111,108,15277,122,2157,407,62,113,13,25,25,645,18309
10836,2011,3,Scotland,3,"Glasgow City",A74,Major,M74,"B7058 Mount Vernon Avenue",267500,662500,55.83747382,-4.11730961,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",46,42,7803,324,1161,332,88,214,28,54,51,767,10097
10918,2011,3,Scotland,3,"Glasgow City",A804,Major,M8/A81,M8/A879,258800,666374,55.86978605,-4.25812955,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",95,41,12789,113,2247,439,39,95,28,49,58,708,15898
1090,2011,3,Scotland,3,"Glasgow City",A730,Major,A728,A8,259000,664200,55.85032662,-4.25380520,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",464,19,4475,1578,341,43,5,6,3,3,2,62,6475
1143,2011,3,Scotland,3,"Glasgow City",A879,Major,M8,"B808 Hayston Street",259100,667800,55.88267637,-4.25408136,2.20,1.37,Counted,"Manual count",14,29,9196,383,1582,340,52,40,23,42,42,539,11729
40809,2007,3,Scotland,3,"Glasgow City",M8,Major,14,13,261800,666050,55.86774704,-4.21006096,1.00,0.62,Counted,"Manual count",0,556,108430,1336,18476,5000,790,816,572,1937,3048,12163,140961
30811,2015,3,Scotland,3,"Glasgow City",M8,Major,12,11,263700,666500,55.87232855,-4.17994955,2.00,1.24,Counted,"Automatic counter",0,214,69250,903,9916,2618,414,333,165,1007,967,5505,85787
30843,2015,3,Scotland,3,"Glasgow City",A81,Major,M8/A804,"B808 Bilsland Drive",258000,667500,55.87965992,-4.27149374,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",79,26,7919,179,1398,184,24,22,4,15,37,285,9807
50850,2008,3,Scotland,3,"Glasgow City",A89,Major,"B763 Millerston Street","B765 Killin St",263000,664420,55.85345510,-4.19007642,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",18,19,7519,19,1092,271,72,40,61,20,48,512,9161
967607,2018,3,Scotland,3,"Glasgow City",U,Minor,,,256666,660192,55.81365400,-4.28893800,,,Counted,"Manual count",3,0,249,0,41,1,0,0,0,0,0,1,291
990168,2018,3,Scotland,3,"Glasgow City",B808,Minor,,,259070,668235,55.88657200,-4.25478700,,,Counted,"Manual count",68,16,9054,261,1427,66,28,6,3,9,10,121,10880
1106,2011,3,Scotland,3,"Glasgow City",A804,Major,A814,A82,258040,666270,55.86862902,-4.27021014,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",114,69,7055,20,916,153,29,14,4,4,6,210,8270
931871,2018,3,Scotland,3,"Glasgow City",U,Minor,,,252010,671860,55.91699600,-4.36954190,,,Counted,"Manual count",5,3,5725,604,622,10,5,1,3,1,0,20,6974
941144,2018,3,Scotland,3,"Glasgow City",U,Minor,,,256730,663289,55.84147700,-4.28955110,,,Counted,"Manual count",126,9,4992,21,372,19,10,10,0,0,1,39,5433
951133,2018,3,Scotland,3,"Glasgow City",U,Minor,,,254166,668012,55.88310900,-4.33300100,,,Counted,"Manual count",176,13,5397,6,530,36,2,0,4,0,0,42,5989
951151,2018,3,Scotland,3,"Glasgow City",U,Minor,,,259265,667175,55.87711200,-4.25112090,,,Counted,"Manual count",56,31,5776,66,1066,126,37,30,4,11,16,224,7164
30925,2015,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 James Watt St",258300,664950,55.85685480,-4.26536861,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1170,77,12363,99,1623,227,22,21,14,7,9,300,14461
30820,2014,3,Scotland,3,"Glasgow City",A8,Major,"A814 Clyde St","A8 Bridgegate",259500,664600,55.85406378,-4.24603270,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",156,58,12590,130,2722,349,38,61,2,12,8,470,15970
20809,2014,3,Scotland,3,"Glasgow City",M8,Major,15,14,261000,665900,55.86617019,-4.22275752,1.20,0.75,Counted,"Manual count",0,260,116445,1691,23435,2754,513,735,239,1129,2540,7909,149739
50795,2017,3,Scotland,3,"Glasgow City",A74,Major,A749,A8,260060,663730,55.84641578,-4.23664560,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",32,26,6885,96,1400,132,33,12,4,6,13,199,8605
80448,2008,3,Scotland,3,"Glasgow City",A814,Major,A814,"M8 Slips",257600,665340,55.86014985,-4.27674676,0.40,0.25,Counted,"Manual count",3,178,32297,376,4813,893,121,344,84,199,208,1849,39513
80441,2008,3,Scotland,3,"Glasgow City",A814,Major,"M8 Slips",A804,257910,665290,55.85979245,-4.27177196,0.30,0.19,Counted,"Manual count",0,100,22745,395,2789,721,123,199,60,167,211,1481,27510
80282,2008,3,Scotland,3,"Glasgow City",A77,Major,"LA Boundary","B768 Langside Avenue",257180,662000,55.83003983,-4.28169312,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",67,145,12884,195,3204,701,153,14,24,21,95,1008,17436
80280,2008,3,Scotland,3,"Glasgow City",A763,Major,"LA Boundary",M74,264750,662000,55.83222129,-4.16093731,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",24,26,12045,50,2622,752,175,217,22,54,76,1296,16039
80442,2008,3,Scotland,3,"Glasgow City",M8,Major,A814,M8,257957,665240,55.85935741,-4.27099549,0.40,0.25,Counted,"Manual count",0,30,7237,25,886,128,9,42,8,9,7,203,8381
80283,2008,3,Scotland,3,"Glasgow City",A728,Major,B762/B766,"B768 Prospecthill Road",259115,661000,55.82163071,-4.25030915,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",23,23,12147,381,1465,365,57,30,5,7,23,487,14503
80215,2008,3,Scotland,3,"Glasgow City",A80,Major,M8,"LA Boundary",264900,667800,55.88433859,-4.16143502,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",41,31,8192,130,1551,361,53,135,15,20,32,616,10520
10923,2011,3,Scotland,3,"Glasgow City",A814,Major,Kingsway,A739,254000,667100,55.87487303,-4.33516060,2.40,1.49,Counted,"Manual count",0,96,22238,545,2853,463,60,58,42,68,78,769,26501
930175,2018,3,Scotland,3,"Glasgow City",B765,Minor,,,265220,665720,55.86575200,-4.15528780,,,Counted,"Manual count",18,24,7062,8,1377,67,21,10,6,12,5,121,8593
967604,2018,3,Scotland,3,"Glasgow City",U,Minor,,,254170,662698,55.83540400,-4.33007840,,,Counted,"Manual count",8,1,313,0,57,4,3,4,1,0,0,12,382
931874,2018,3,Scotland,3,"Glasgow City",U,Minor,,,263210,665170,55.86024700,-4.18710290,,,Counted,"Manual count",29,25,6649,156,774,81,20,5,1,6,1,114,7718
40910,2007,3,Scotland,3,"Glasgow City",A749,Major,A74,A8,260000,664580,55.85402969,-4.23804183,1.40,0.87,Counted,"Manual count",29,48,11837,475,1903,421,30,24,15,10,5,505,14768
40924,2007,3,Scotland,3,"Glasgow City",A814,Major,A739,"A814 Finnieston St",255000,666500,55.86978858,-4.31887068,3.50,2.17,Counted,"Manual count",0,260,47216,514,5545,1204,190,278,117,152,288,2229,55764
40817,2007,3,Scotland,3,"Glasgow City",A8,Major,A730,A74/A728,259200,664300,55.85128287,-4.25066523,0.30,0.19,Counted,"Manual count",33,40,11855,114,1816,518,55,67,22,42,50,754,14579
40811,2007,3,Scotland,3,"Glasgow City",M8,Major,24,23,255340,664220,55.84942195,-4.31222526,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",0,267,69728,878,11899,3426,355,487,327,1087,1076,6758,89530
40919,2007,3,Scotland,3,"Glasgow City",A804,Major,M8/A879,A803,259700,666200,55.86848681,-4.24366872,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",36,38,7369,537,1091,303,13,36,6,10,22,390,9425
10814,2007,3,Scotland,3,"Glasgow City",M8,Major,23,22,256000,664200,55.84943996,-4.30168205,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",0,301,73199,1140,12565,3588,506,676,332,1550,1136,7788,94993
40810,2007,3,Scotland,3,"Glasgow City",M8,Major,18,17,257950,666000,55.86617849,-4.27150558,1.10,0.68,Counted,"Manual count",0,381,79023,349,12847,3985,653,538,460,1521,1917,9074,101674
10821,2007,3,Scotland,3,"Glasgow City",A8,Major,A89,A803,260000,665330,55.86076321,-4.23842914,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",32,43,6630,215,1237,196,23,5,3,2,2,231,8356
10923,2007,3,Scotland,3,"Glasgow City",A814,Major,Kingsway,A739,254000,667100,55.87487303,-4.33516060,2.40,1.49,Estimated,"Estimated using previous year's AADF on this link",5,110,19865,386,3033,454,58,42,45,55,61,715,24109
20815,2007,3,Scotland,3,"Glasgow City",A8,Major,B768,A761,255500,664550,55.85243253,-4.30984773,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",39,42,7323,121,1304,269,50,12,7,10,13,361,9151
80237,2008,3,Scotland,3,"Glasgow City",A74,Major,A763,"Fullarton Rd roundabout",264450,662400,55.83572849,-4.16592290,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",15,35,4765,50,1014,259,36,36,13,15,10,369,6233
50733,2008,3,Scotland,3,"Glasgow City",A8,Major,"A803 Castle St",A80,262000,665500,55.86286635,-4.20658743,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",47,19,11709,471,2416,365,51,20,6,5,57,504,15119
