count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
30919,2006,3,Scotland,3,"Glasgow City",A804,Major,A82,M8/A81,258500,666400,55.86993146,-4.26293332,0.60,0.37,Counted,"Manual count",39,62,14237,536,2084,375,28,43,22,24,21,513,17432
50728,2006,3,Scotland,3,"Glasgow City",A8,Major,A74/A728,A814,259400,664400,55.85223903,-4.24752510,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",89,56,13577,156,2671,329,61,25,10,5,17,447,16907
50828,2006,3,Scotland,3,"Glasgow City",A82,Major,A804,A739,257200,667130,55.87610163,-4.28407549,4.10,2.55,Counted,"Manual count",149,86,15549,535,1663,473,66,24,64,80,49,756,18589
21027,2006,3,Scotland,3,"Glasgow City",A736,Major,"B762 Barrhead Road",A761,252100,662400,55.83210041,-4.36293703,2.70,1.68,Counted,"Manual count",21,23,10243,432,1037,282,39,69,15,14,7,426,12161
50976,2006,3,Scotland,3,"Glasgow City",A739,Major,A82,"LA boundary",254700,669000,55.89214183,-4.32500251,1.30,0.81,Counted,"Manual count",47,54,27115,335,2648,421,64,68,51,69,25,698,30850
30925,2006,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 James Watt St",258300,664950,55.85685480,-4.26536861,0.40,0.25,Counted,"Manual count",313,57,13722,115,1710,373,45,29,19,34,21,521,16125
50952,2006,3,Scotland,3,"Glasgow City",A814,Major,A804,"A814 Stobcross St",257600,665000,55.85709740,-4.27656816,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",104,82,12147,183,2102,517,94,213,35,17,39,915,15429
50974,2006,3,Scotland,3,"Glasgow City",A739,Major,A8,A814,254200,666400,55.86864941,-4.33159009,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",0,132,55676,409,6621,1425,191,252,113,121,124,2226,65064
50983,2006,3,Scotland,3,"Glasgow City",A730,Major,"LA Boundary",A728,260000,663120,55.84092175,-4.23728834,1.70,1.06,Counted,"Manual count",23,81,13260,447,2270,504,74,76,32,60,37,783,16841
50950,2006,3,Scotland,3,"Glasgow City",A814,Major,"A8 Gorbals St","A8 Saltmarket",259300,664600,55.85400545,-4.24922489,0.30,0.19,Counted,"Manual count",158,23,5370,62,706,143,37,12,11,2,4,209,6370
50979,2006,3,Scotland,3,"Glasgow City",A736,Major,A761,"LA boundary",252100,665000,55.85544127,-4.36435416,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",64,63,15210,188,2131,419,60,53,21,33,42,628,18220
30956,2006,3,Scotland,3,"Glasgow City",A879,Major,"Skirsa St","LA Boundary",258200,670000,55.90216332,-4.26960988,3.70,2.30,Estimated,"Estimated using previous year's AADF on this link",4,34,11376,58,1171,245,91,399,28,25,17,805,13444
31022,2006,3,Scotland,3,"Glasgow City",A739,Major,A761,M8,253400,664000,55.84686099,-4.34306505,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",29,12,11498,199,1963,205,37,35,12,5,35,329,14001
50978,2006,3,Scotland,3,"Glasgow City",A761,Major,A739,A736,253000,663900,55.84584149,-4.34939363,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",131,143,13188,672,1659,361,47,45,20,14,12,499,16161
40902,2006,3,Scotland,3,"Glasgow City",A728,Major,"B768 Prospecthill Road",A730,259000,663000,55.83955308,-4.25318157,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",51,50,10453,522,1059,326,45,103,36,6,76,592,12676
40925,2006,3,Scotland,3,"Glasgow City",A814,Major,"A77 Commerce St","A77 Bridge St",258700,664900,55.85652333,-4.25895775,0.20,0.12,Counted,"Manual count",169,127,20804,109,2441,476,59,20,52,30,39,676,24157
40811,2006,3,Scotland,3,"Glasgow City",M8,Major,24,23,255340,664220,55.84942195,-4.31222526,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",0,259,69243,777,11236,3521,366,456,374,1123,1029,6869,88384
80237,2006,3,Scotland,3,"Glasgow City",A74,Major,A763,"Fullarton Rd roundabout",264450,662400,55.83572849,-4.16592290,0.70,0.43,Counted,"Manual count",21,38,4950,63,944,279,34,33,18,19,10,393,6388
80505,2006,3,Scotland,3,"Glasgow City",M80,Major,2,"LA Boundary",264300,668810,55.89323803,-4.17152615,1.20,0.75,Counted,"Manual count",0,200,47728,843,6539,1645,245,267,299,906,904,4266,59576
80212,2006,3,Scotland,3,"Glasgow City",A8,Major,"B765 Stepps Road",A89,266000,665240,55.86166083,-4.14259638,3.30,2.05,Estimated,"Estimated using previous year's AADF on this link",25,27,8153,297,1304,277,25,19,29,25,27,402,10183
80278,2006,3,Scotland,3,"Glasgow City",A8,Major,A80,"B765 Stepps Road",265000,665350,55.86236937,-4.15861627,2.80,1.74,Estimated,"Estimated using previous year's AADF on this link",67,14,7397,298,1133,279,35,20,24,12,7,377,9219
80280,2006,3,Scotland,3,"Glasgow City",A763,Major,"LA Boundary",M74,264750,662000,55.83222129,-4.16093731,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",34,29,12515,64,2438,809,168,201,31,71,84,1364,16410
40808,2006,3,Scotland,3,"Glasgow City",M8,Major,9,M73,268300,665100,55.86103787,-4.10580757,2.00,1.24,Counted,"Manual count",0,261,76657,1041,11865,4152,723,888,479,1631,1564,9437,99261
40919,2006,3,Scotland,3,"Glasgow City",A804,Major,M8/A879,A803,259700,666200,55.86848681,-4.24366872,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",59,38,7489,589,1036,325,15,36,6,12,22,416,9568
80446,2006,3,Scotland,3,"Glasgow City",M8,Major,A8,"M8 Slips",258000,664720,55.85470161,-4.27003673,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,290,62435,637,9081,2412,335,263,491,655,1373,5529,77972
40810,2006,3,Scotland,3,"Glasgow City",M8,Major,18,17,257950,666000,55.86617849,-4.27150558,1.10,0.68,Counted,"Manual count",0,301,80183,617,15135,4196,630,671,427,2087,1729,9740,105976
40817,2006,3,Scotland,3,"Glasgow City",A8,Major,A730,A74/A728,259200,664300,55.85128287,-4.25066523,0.30,0.19,Counted,"Manual count",38,37,16438,169,2185,555,61,41,93,58,43,851,19680
40910,2006,3,Scotland,3,"Glasgow City",A749,Major,A74,A8,260000,664580,55.85402969,-4.23804183,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",26,45,7840,374,1746,235,25,12,9,8,10,299,10304
40924,2006,3,Scotland,3,"Glasgow City",A814,Major,A739,"A814 Finnieston St",255000,666500,55.86978858,-4.31887068,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",0,172,44131,519,5113,1198,171,232,62,131,155,1949,51884
80441,2006,3,Scotland,3,"Glasgow City",A814,Major,"M8 Slips",A804,257910,665290,55.85979245,-4.27177196,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",8,112,24970,371,3456,715,154,182,38,221,168,1477,30386
80504,2006,3,Scotland,3,"Glasgow City",M80,Major,1,2,263000,667500,55.88110826,-4.19163390,3.00,1.86,Counted,"Manual count",0,235,44963,705,6356,1448,205,199,270,943,693,3758,56017
77114,2006,3,Scotland,3,"Glasgow City",A763,Major,M74,A74,264810,662400,55.83582952,-4.16017931,0.10,0.06,Estimated,"Estimated from nearby links",34,28,12516,63,2439,810,167,200,31,71,83,1362,16408
941149,2006,3,Scotland,3,"Glasgow City",U,Minor,,,259230,664100,55.84949603,-4.25008263,,,Counted,"Manual count",16,2,433,0,33,4,0,0,0,0,0,4,472
80279,2006,3,Scotland,3,"Glasgow City",A74,Major,"B763 Dunn Street",A749,261000,664000,55.84911176,-4.22178332,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",67,75,8393,227,1129,322,34,38,10,18,79,501,10325
80445,2006,3,Scotland,3,"Glasgow City",M8,Major,A814,M8,257909,665335,55.86019616,-4.27181151,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",0,31,8011,29,1126,237,22,28,18,13,21,340,9536
80447,2006,3,Scotland,3,"Glasgow City",M8,Major,M8,M8,258000,665116,55.85825683,-4.27024413,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",0,198,50192,501,6298,2102,298,263,178,475,1309,4626,61814
80596,2006,3,Scotland,3,"Glasgow City",M77,Major,2,1,254000,661850,55.82774149,-4.33233445,2.80,1.74,Estimated,"Estimated using previous year's AADF on this link",0,278,52432,460,6413,1885,239,331,217,476,720,3868,63451
80587,2006,3,Scotland,3,"Glasgow City",M74,Major,2,1,264600,662300,55.83487277,-4.16347987,0.99,0.62,Estimated,"Estimated using previous year's AADF on this link",0,32,22070,104,4282,1359,280,170,188,420,548,2965,29453
74425,2007,3,Scotland,3,"Glasgow City",A814,Major,"LA boundary",A714,251000,668940,55.89047226,-4.38407767,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",42,40,10669,131,2503,409,83,33,14,11,40,590,13933
50733,2007,3,Scotland,3,"Glasgow City",A8,Major,"A803 Castle St",A80,262000,665500,55.86286635,-4.20658743,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",42,21,11973,542,2366,366,44,18,7,5,59,499,15401
50808,2007,3,Scotland,3,"Glasgow City",M8,Major,10,9,267300,665400,55.86345716,-4.12191969,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",0,287,87249,1224,16348,3930,577,769,297,1607,1504,8684,113792
50974,2007,3,Scotland,3,"Glasgow City",A739,Major,A8,A814,254200,666400,55.86864941,-4.33159009,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",0,134,53059,393,7223,1406,189,273,97,114,126,2205,63014
77100,2007,3,Scotland,3,"Glasgow City",A803,Major,A8,A804,260250,666080,55.86756930,-4.23482495,0.40,0.25,Estimated,"Estimated from nearby links",14,29,7248,320,1434,335,26,20,11,21,43,456,9487
50728,2007,3,Scotland,3,"Glasgow City",A8,Major,A74/A728,A814,259400,664400,55.85223903,-4.24752510,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",56,53,13359,141,2813,306,57,25,8,5,16,417,16783
50828,2007,3,Scotland,3,"Glasgow City",A82,Major,A804,A739,257200,667130,55.87610163,-4.28407549,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",93,68,14548,486,1650,389,55,22,36,50,34,586,17338
50724,2007,3,Scotland,3,"Glasgow City",A8,Major,A761,"A8 Morrison St",257000,664500,55.85243091,-4.28588157,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",38,41,8583,733,1762,445,29,11,4,7,13,509,11628
50952,2007,3,Scotland,3,"Glasgow City",A814,Major,A804,"A814 Stobcross St",257600,665000,55.85709740,-4.27656816,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",65,79,11953,167,2213,481,88,218,28,15,38,868,15280
81000,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A730,259000,664400,55.85212221,-4.25390918,0.20,0.12,Counted,"Manual count",62,58,12539,59,1800,502,85,69,36,62,70,824,15280
81003,2007,3,Scotland,3,"Glasgow City",A77,Major,A8,A814,258740,664700,55.85473947,-4.25821508,0.30,0.19,Counted,"Manual count",147,70,8269,1233,881,194,42,15,10,7,5,273,10726
77084,2007,3,Scotland,3,"Glasgow City",A804,Major,M8,A814,257985,665205,55.85905144,-4.27053019,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",24,34,5464,12,1538,317,25,13,9,17,22,403,7451
77114,2007,3,Scotland,3,"Glasgow City",A763,Major,M74,A74,264810,662400,55.83582952,-4.16017931,0.10,0.06,Estimated,"Estimated from nearby links",22,27,12316,58,2568,753,155,205,25,62,79,1279,16248
50795,2007,3,Scotland,3,"Glasgow City",A74,Major,A749,A8,260060,663730,55.84641578,-4.23664560,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",30,96,10885,153,1910,586,118,96,23,34,95,952,13996
50976,2007,3,Scotland,3,"Glasgow City",A739,Major,A82,"LA boundary",254700,669000,55.89214183,-4.32500251,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",30,55,25840,323,2888,415,62,74,44,65,26,686,29792
50978,2007,3,Scotland,3,"Glasgow City",A761,Major,A739,A736,253000,663900,55.84584149,-4.34939363,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",81,137,12977,612,1748,336,44,45,16,12,12,465,15939
80996,2007,3,Scotland,3,"Glasgow City",A8,Major,"TRADESTON STREET",A77,258510,664410,55.85206843,-4.26173482,0.50,0.31,Counted,"Manual count",15,59,10603,84,1747,320,23,40,31,6,12,432,12925
50850,2007,3,Scotland,3,"Glasgow City",A89,Major,"B763 Millerston Street","B765 Killin St",263000,664420,55.85345510,-4.19007642,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",16,20,7687,22,1070,271,64,37,70,22,51,515,9314
50950,2007,3,Scotland,3,"Glasgow City",A814,Major,"A8 Gorbals St","A8 Saltmarket",259300,664600,55.85400545,-4.24922489,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",99,22,5284,56,743,133,34,13,8,2,3,193,6298
80998,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A8,258810,664560,55.85350307,-4.25702490,0.20,0.12,Counted,"Manual count",31,42,6887,42,985,233,68,40,21,21,16,399,8355
81005,2007,3,Scotland,3,"Glasgow City",A8,Major,M8,"TRADESTON STREET",258140,664380,55.85169036,-4.26762432,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1,32,5369,20,1171,187,9,5,9,7,7,224,6816
81001,2007,3,Scotland,3,"Glasgow City",A77,Major,A77,A77,258680,664440,55.85238763,-4.25903725,0.20,0.12,Counted,"Manual count",193,66,9945,1558,1258,341,43,23,20,53,30,510,13337
81002,2007,3,Scotland,3,"Glasgow City",A77,Major,A814,A77,258640,664720,55.85488971,-4.25982162,0.30,0.19,Counted,"Manual count",173,88,13324,1504,1563,308,43,10,16,22,12,411,16890
50983,2007,3,Scotland,3,"Glasgow City",A730,Major,"LA Boundary",A728,260000,663120,55.84092175,-4.23728834,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",14,77,13048,407,2391,468,68,77,26,52,35,726,16649
80997,2007,3,Scotland,3,"Glasgow City",A8,Major,"TRADESTON STREET",A77,258490,664300,55.85107499,-4.26199663,0.50,0.31,Counted,"Manual count",14,61,12937,18,2484,382,27,28,18,4,2,461,15961
80999,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A8,258730,664470,55.85267162,-4.25825487,0.10,0.06,Counted,"Manual count",21,31,8268,49,1192,346,48,33,16,28,35,506,10046
81004,2007,3,Scotland,3,"Glasgow City",A77,Major,A77,A77,258370,663330,55.84233121,-4.26340537,1.60,0.99,Counted,"Manual count",124,85,18469,1313,2104,255,33,7,22,19,28,364,22335
80212,2007,3,Scotland,3,"Glasgow City",A8,Major,"B765 Stepps Road",A89,266000,665240,55.86166083,-4.14259638,3.30,2.05,Estimated,"Estimated using previous year's AADF on this link",16,25,8022,271,1373,258,23,20,22,22,26,371,10062
80237,2007,3,Scotland,3,"Glasgow City",A74,Major,A763,"Fullarton Rd roundabout",264450,662400,55.83572849,-4.16592290,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",13,37,4872,57,994,260,32,34,14,17,10,367,6327
80280,2007,3,Scotland,3,"Glasgow City",A763,Major,"LA Boundary",M74,264750,662000,55.83222129,-4.16093731,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",21,27,12316,58,2568,752,155,205,25,61,79,1277,16246
930175,2007,3,Scotland,3,"Glasgow City",B765,Minor,,,265220,665720,55.86575300,-4.15528792,,,Counted,"Manual count",16,34,9174,96,1621,334,35,28,21,16,10,444,11369
50979,2007,3,Scotland,3,"Glasgow City",A736,Major,A761,"LA boundary",252100,665000,55.85544127,-4.36435416,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",40,60,14967,171,2244,390,56,53,16,29,39,583,18025
80991,2007,3,Scotland,3,"Glasgow City",A8,Major,M8,A8,258100,664500,55.85275593,-4.26832550,0.50,0.31,Counted,"Manual count",6,17,7732,55,980,233,43,32,13,32,21,374,9158
80993,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A8,258230,664660,55.85423064,-4.26633432,0.40,0.25,Counted,"Manual count",46,65,12468,460,1758,477,33,32,32,33,26,633,15384
80995,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A77,258500,664640,55.85413041,-4.26201444,0.40,0.25,Counted,"Manual count",40,26,3870,1203,410,94,8,4,7,2,2,117,5626
967606,2007,3,Scotland,3,"Glasgow City",U,Minor,,,255775,664825,55.85498372,-4.30560508,,,Counted,"Manual count",23,16,1794,3,436,108,3,1,3,9,1,125,2374
967608,2007,3,Scotland,3,"Glasgow City",B763,Minor,,,259550,662530,55.83549389,-4.24416309,,,Counted,"Manual count",74,27,7890,43,1659,383,71,18,16,22,22,532,10151
80279,2007,3,Scotland,3,"Glasgow City",A74,Major,"B763 Dunn Street",A749,261000,664000,55.84911176,-4.22178332,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",41,71,8259,207,1189,299,32,38,9,16,74,468,10194
982114,2007,3,Scotland,3,"Glasgow City",U,Minor,,,257000,668000,55.88385289,-4.28772896,,,Counted,"Manual count",142,24,3495,33,208,109,0,0,1,1,0,111,3871
78653,2007,3,Scotland,3,"Glasgow City",A74,Major,A763,"B7058 Mount Vernon Avenue",265500,662600,55.83781812,-4.14926977,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",13,24,4688,15,1295,227,89,97,19,20,25,477,6499
80215,2007,3,Scotland,3,"Glasgow City",A80,Major,M8,"LA Boundary",264900,667800,55.88433859,-4.16143502,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",36,33,8376,150,1519,361,48,127,18,23,33,610,10688
80283,2007,3,Scotland,3,"Glasgow City",A728,Major,B762/B766,"B768 Prospecthill Road",259115,661000,55.82163071,-4.25030915,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",20,24,12420,439,1435,367,51,28,6,9,24,485,14803
967604,2007,3,Scotland,3,"Glasgow City",U,Minor,,,254200,662680,55.83525328,-4.32959022,,,Counted,"Manual count",7,6,464,2,57,22,6,0,3,0,0,31,560
78667,2007,3,Scotland,3,"Glasgow City",A879,Major,"B808 Hayston Street","Skirsa St",258800,668750,55.89111746,-4.25936886,1.40,0.87,Counted,"Manual count",32,40,11268,244,1688,440,58,323,49,60,37,967,14207
80278,2007,3,Scotland,3,"Glasgow City",A8,Major,A80,"B765 Stepps Road",265000,665350,55.86236937,-4.15861627,2.80,1.74,Estimated,"Estimated using previous year's AADF on this link",42,14,7278,271,1193,259,32,21,19,11,6,348,9104
80992,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A8,258310,664570,55.85344615,-4.26501042,0.40,0.25,Counted,"Manual count",32,74,11049,598,1485,450,58,37,26,62,32,665,13871
80994,2007,3,Scotland,3,"Glasgow City",A8,Major,A8,A77,258500,664530,55.85314284,-4.26195704,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",17,16,7080,46,1161,301,64,45,20,51,21,502,8805
967607,2007,3,Scotland,3,"Glasgow City",U,Minor,,,256662,660175,55.81350181,-4.28899286,,,Counted,"Manual count",1,0,500,1,30,6,1,0,0,0,0,7,538
990168,2007,3,Scotland,3,"Glasgow City",B808,Minor,,,259070,668235,55.88657297,-4.25478706,,,Counted,"Manual count",62,57,10935,614,1698,335,18,12,17,17,10,409,13713
80282,2007,3,Scotland,3,"Glasgow City",A77,Major,"LA Boundary","B768 Langside Avenue",257180,662000,55.83003983,-4.28169312,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",60,152,13174,225,3139,703,135,14,28,25,98,1003,17693
80445,2007,3,Scotland,3,"Glasgow City",M8,Major,A814,M8,257909,665335,55.86019616,-4.27181151,0.60,0.37,Counted,"Manual count",0,22,8427,71,1057,194,25,61,28,20,20,348,9925
80447,2007,3,Scotland,3,"Glasgow City",M8,Major,M8,M8,258000,665116,55.85825683,-4.27024413,0.20,0.12,Counted,"Manual count",0,349,54740,566,8535,2039,385,336,270,838,936,4804,68994
80586,2007,3,Scotland,3,"Glasgow City",M74,Major,3,2,266000,662200,55.83436584,-4.14109458,3.00,1.86,Counted,"Manual count",0,176,32610,92,7132,1718,406,870,228,649,878,4749,44759
80446,2007,3,Scotland,3,"Glasgow City",M8,Major,A8,"M8 Slips",258000,664720,55.85470161,-4.27003673,0.50,0.31,Counted,"Manual count",0,452,70024,721,10339,2420,338,441,302,845,1021,5367,86903
80442,2007,3,Scotland,3,"Glasgow City",M8,Major,A814,M8,257957,665240,55.85935741,-4.27099549,0.40,0.25,Counted,"Manual count",0,14,7503,32,1026,121,21,19,16,11,7,195,8770
80444,2007,3,Scotland,3,"Glasgow City",M8,Major,M8,"Waterloo Street",258232,665400,55.86087484,-4.26668936,0.50,0.31,Counted,"Manual count",0,43,6013,324,472,63,18,5,5,3,4,98,6950
80448,2007,3,Scotland,3,"Glasgow City",A814,Major,A814,"M8 Slips",257600,665340,55.86014985,-4.27674676,0.40,0.25,Counted,"Manual count",0,212,40278,401,4986,1106,208,349,57,155,213,2088,47965
80504,2007,3,Scotland,3,"Glasgow City",M80,Major,1,2,263000,667500,55.88110826,-4.19163390,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",0,243,45277,797,6731,1409,199,213,237,913,725,3696,56744
931870,2007,3,Scotland,3,"Glasgow City",U,Minor,,,253500,659980,55.81080213,-4.33930101,,,Counted,"Manual count",14,18,3210,296,256,39,4,0,0,2,1,46,3826
931872,2007,3,Scotland,3,"Glasgow City",U,Minor,,,256900,670430,55.90563887,-4.29061191,,,Counted,"Manual count",4,4,3432,188,443,80,9,9,8,2,0,108,4175
80441,2007,3,Scotland,3,"Glasgow City",A814,Major,"M8 Slips",A804,257910,665290,55.85979245,-4.27177196,0.30,0.19,Counted,"Manual count",3,113,24997,435,3519,831,127,208,67,178,170,1581,30645
80443,2007,3,Scotland,3,"Glasgow City",M8,Major,M8,"Pitt Street",258206,665520,55.86194453,-4.26716720,0.50,0.31,Counted,"Manual count",0,95,14245,398,1183,165,12,4,7,12,4,204,16125
931871,2007,3,Scotland,3,"Glasgow City",U,Minor,,,252010,671860,55.91699701,-4.36954196,,,Counted,"Manual count",10,20,5805,412,639,94,14,1,14,4,1,128,7004
931911,2007,3,Scotland,3,"Glasgow City",U,Minor,,,258330,665740,55.86395612,-4.26530266,,,Counted,"Manual count",19,38,1558,7,206,35,5,0,0,0,0,40,1849
80505,2007,3,Scotland,3,"Glasgow City",M80,Major,2,"LA Boundary",264300,668810,55.89323803,-4.17152615,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",0,206,48061,954,6925,1600,238,286,261,876,946,4207,60353
80587,2007,3,Scotland,3,"Glasgow City",M74,Major,2,1,264600,662300,55.83487277,-4.16347987,0.99,0.62,Estimated,"Estimated using previous year's AADF on this link",0,33,22224,117,4535,1322,272,182,164,406,573,2919,29828
80368,2007,3,Scotland,3,"Glasgow City",A814,Major,A741,Kingsway,252000,668140,55.88359898,-4.36766559,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",60,50,15563,732,2923,622,84,82,27,42,46,903,20171
80585,2007,3,Scotland,3,"Glasgow City",M77,Major,1,M8,256000,663540,55.84351472,-4.30133173,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,133,49729,604,5913,1308,258,266,244,796,741,3613,59992
931912,2007,3,Scotland,3,"Glasgow City",U,Minor,,,260180,659210,55.80586958,-4.23240404,,,Counted,"Manual count",5,9,7251,942,621,101,19,5,7,0,2,134,8957
931874,2007,3,Scotland,3,"Glasgow City",U,Minor,,,263210,665170,55.86024849,-4.18710295,,,Counted,"Manual count",9,25,5483,261,597,101,11,4,11,1,1,129,6495
80596,2007,3,Scotland,3,"Glasgow City",M77,Major,2,1,254000,661850,55.82774149,-4.33233445,2.80,1.74,Estimated,"Estimated using previous year's AADF on this link",0,287,52799,521,6791,1834,232,355,190,460,753,3824,64222
931873,2007,3,Scotland,3,"Glasgow City",U,Minor,,,259060,669420,55.89720882,-4.25556421,,,Counted,"Manual count",11,11,3054,107,396,77,2,0,10,1,0,90,3658
74422,2005,3,Scotland,3,"Glasgow City",M73,Major,2,"LA boundary",269625,665005,55.86054517,-4.08460753,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,59,28692,92,5838,1770,317,322,399,1354,1514,5676,40357
74423,2005,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary","LA Boundary",269890,667200,55.88032556,-4.08143111,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",0,59,28692,92,5838,1770,317,322,399,1354,1514,5676,40357
74379,2004,3,Scotland,3,"Glasgow City",A726,Major,M77,"LA boundary",254000,659020,55.80233515,-4.33081451,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",48,177,18152,206,2117,629,155,52,76,66,62,1040,21692
74418,2004,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary",2,269080,663400,55.84598629,-4.09253368,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,336,62295,283,8059,1505,389,334,515,418,522,3683,74656
74422,2002,3,Scotland,3,"Glasgow City",M73,Major,2,"LA boundary",269625,665005,55.86054517,-4.08460753,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",0,73,25824,177,5554,1237,358,382,422,1227,1369,4995,36623
74423,2002,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary","LA Boundary",269890,667200,55.88032556,-4.08143111,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",0,73,25824,177,5554,1237,358,382,422,1227,1369,4995,36623
74379,2001,3,Scotland,3,"Glasgow City",A726,Major,M77,"LA boundary",254000,659020,55.80233515,-4.33081451,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",35,35,18165,262,1575,344,37,32,20,24,68,525,20562
74418,2001,3,Scotland,3,"Glasgow City",M73,Major,"LA boundary",2,269080,663400,55.84598629,-4.09253368,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,247,57363,705,10092,1677,1258,986,1384,1774,3176,10255,78662
77420,2012,3,Scotland,3,"Glasgow City",A752,Major,"LA Boundary","LA boundary",270015,665290,55.86320953,-4.07851772,1.00,0.62,Counted,"Dependent on a neighbouring counted link",17,26,8381,43,1350,144,45,29,6,17,26,268,10068
74426,2000,3,Scotland,3,"Glasgow City",A761,Major,"LA boundary",A736,251940,663880,55.84533766,-4.36629642,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",106,69,9754,699,740,205,13,11,27,21,34,311,11573
77114,2012,3,Scotland,3,"Glasgow City",A763,Major,M74,A74,264810,662400,55.83582952,-4.16017931,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",36,35,12730,78,2851,509,124,174,20,79,82,989,16684
74425,2013,3,Scotland,3,"Glasgow City",A814,Major,"LA boundary",A714,251000,668940,55.89047226,-4.38407767,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",127,45,14085,143,2378,325,75,69,9,16,26,520,17171
82016,2013,3,Scotland,3,"Glasgow City",M74,Major,A724,A730/B763,260176,662450,55.83495749,-4.23413498,0.20,0.12,Counted,"Automatic counter",0,223,51165,239,8245,1676,307,286,364,2324,2507,7463,67336
63,2013,3,Scotland,3,"Glasgow City",M74,Major,A74,A724,263553,662467,55.83607715,-4.18026753,0.10,0.06,Counted,"Automatic counter",0,216,49442,231,7967,1619,296,276,351,2246,2423,7212,65068
