count_point_id,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles
40809,3,Scotland,3,"Glasgow City",M8,Major,14,13,261800,666050,55.86774600,-4.21006090,1.00,0.62
40808,3,Scotland,3,"Glasgow City",M8,Major,9,M73,268300,665120,55.86121600,-4.10581720,2.00,1.24
31022,3,Scotland,3,"Glasgow City",A739,Major,A761,M8,253400,664000,55.84686000,-4.34306500,1.20,0.75
30956,3,Scotland,3,"Glasgow City",A879,Major,"Skirsa St","LA Boundary",258200,670000,55.90216200,-4.26960980,3.70,2.30
30925,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 James Watt St",258300,664950,55.85685300,-4.26536850,0.40,0.25
30919,3,Scotland,3,"Glasgow City",A804,Major,A82,M8/A81,258493,666390,55.86983800,-4.26303980,0.60,0.37
30843,3,Scotland,3,"Glasgow City",A81,Major,M8/A804,"B808 Bilsland Drive",258000,667500,55.87965800,-4.27149370,2.10,1.30
30839,3,Scotland,3,"Glasgow City",A77,Major,"B768 Langside Avenue","B763 Nithsdale Drive",258000,662780,55.83728300,-4.26902120,1.00,0.62
30820,3,Scotland,3,"Glasgow City",A8,Major,"A814 Clyde St","A8 Bridgegate",259500,664600,55.85406200,-4.24603260,0.20,0.12
30819,3,Scotland,3,"Glasgow City",A8,Major,A77,A730,259000,664400,55.85212221,-4.25390918,0.40,0.25
30813,3,Scotland,3,"Glasgow City",M8,Major,22,20,257000,664200,55.84973759,-4.28572340,1.40,0.87
30812,3,Scotland,3,"Glasgow City",M8,Major,17,16,259190,666395,55.87008700,-4.25191310,1.10,0.68
30811,3,Scotland,3,"Glasgow City",M8,Major,12,11,263700,666500,55.87232700,-4.17994950,2.00,1.24
21027,3,Scotland,3,"Glasgow City",A736,Major,"B762 Barrhead Road",A761,252100,662400,55.83209900,-4.36293690,2.70,1.68
20923,3,Scotland,3,"Glasgow City",A814,Major,A77,A8,258979,664788,55.85559800,-4.25444600,0.50,0.31
20922,3,Scotland,3,"Glasgow City",A814,Major,"A814 Finnieston St",M8/A804,257600,665340,55.86014985,-4.27674676,0.70,0.43
20916,3,Scotland,3,"Glasgow City",A803,Major,A8,A804,260160,666040,55.86718300,-4.23624120,0.60,0.37
20902,3,Scotland,3,"Glasgow City",A761,Major,A739,A8,255000,664140,55.84860000,-4.31760820,2.70,1.68
20900,3,Scotland,3,"Glasgow City",A728,Major,A730,A8/A74,259000,664000,55.84853000,-4.25370110,0.80,0.50
20848,3,Scotland,3,"Glasgow City",A89,Major,"B765 Killin St",A8,266400,663940,55.85009800,-4.13556960,3.60,2.24
20842,3,Scotland,3,"Glasgow City",A82,Major,A739,"LA Boundary",252200,669990,55.90026700,-4.36548190,4.20,2.61
20834,3,Scotland,3,"Glasgow City",A74,Major,"Fullarton Rd roundabout","B763 Dunn Street",262500,663700,55.84684839,-4.19769205,3.20,1.99
20817,3,Scotland,3,"Glasgow City",A8,Major,"A803 Springburn Rd","A803 Castle St",260200,665850,55.86548800,-4.23550450,0.30,0.19
20816,3,Scotland,3,"Glasgow City",A8,Major,A814,"A8 Saltmarket",259400,664700,55.85493100,-4.24768060,0.30,0.19
20815,3,Scotland,3,"Glasgow City",A8,Major,B768,A761,255500,664550,55.85243100,-4.30984770,0.70,0.43
20811,3,Scotland,3,"Glasgow City",M8,Major,25,24,254000,664600,55.85242800,-4.33381370,1.60,0.99
20809,3,Scotland,3,"Glasgow City",M8,Major,15,14,260788,665897,55.86608100,-4.22614070,1.20,0.75
11020,3,Scotland,3,"Glasgow City",A739,Major,M8,A8,253600,665000,55.85589800,-4.34041340,0.30,0.19
10924,3,Scotland,3,"Glasgow City",A814,Major,"A814 James Watt St",A77,258500,664930,55.85673300,-4.26216570,0.30,0.19
10923,3,Scotland,3,"Glasgow City",A814,Major,Kingsway,A739,254000,667100,55.87487200,-4.33516050,2.40,1.49
10918,3,Scotland,3,"Glasgow City",A804,Major,M8/A81,M8/A879,258800,666374,55.86978500,-4.25812950,0.60,0.37
10836,3,Scotland,3,"Glasgow City",A74,Major,M74,"B7058 Mount Vernon Avenue",267494,662519,55.83764100,-4.11741450,1.60,0.99
10821,3,Scotland,3,"Glasgow City",A8,Major,A89,A803,260000,665330,55.86076200,-4.23842910,1.00,0.62
10820,3,Scotland,3,"Glasgow City",A8,Major,A730,A814,259200,664600,55.85397500,-4.25082090,0.40,0.25
10814,3,Scotland,3,"Glasgow City",M8,Major,23,22,256000,664200,55.84943900,-4.30168200,1.00,0.62
10813,3,Scotland,3,"Glasgow City",M8,Major,13,12,263000,666600,55.87302600,-4.19117840,1.10,0.68
1143,3,Scotland,3,"Glasgow City",A879,Major,M8,"B808 Hayston Street",259100,667800,55.88267500,-4.25408130,2.20,1.37
1112,3,Scotland,3,"Glasgow City",A814,Major,M8/A804,"A814 Bromielaw",258400,665100,55.85823087,-4.26385076,0.70,0.43
1106,3,Scotland,3,"Glasgow City",A804,Major,A814,A82,258040,666270,55.86862800,-4.27021010,1.30,0.81
1097,3,Scotland,3,"Glasgow City",A749,Major,"LA Boundary",A74,261220,663320,55.84306900,-4.21792430,1.70,1.06
1094,3,Scotland,3,"Glasgow City",A739,Major,A814,A82,254600,668000,55.88313300,-4.32606270,2.30,1.43
1091,3,Scotland,3,"Glasgow City",A736,Major,A726,"B762 Barrhead Road",251900,661200,55.82126500,-4.36547280,0.60,0.37
1090,3,Scotland,3,"Glasgow City",A730,Major,A728,A8,259000,664200,55.85032500,-4.25380510,0.80,0.50
1038,3,Scotland,3,"Glasgow City",A89,Major,A8,"B763 Millerston Street",260500,664770,55.85588048,-4.23015900,1.80,1.12
1033,3,Scotland,3,"Glasgow City",A82,Major,A804,A804,258123,666496,55.87068100,-4.26900320,0.30,0.19
1029,3,Scotland,3,"Glasgow City",A80,Major,A8,M8,262900,666000,55.86761100,-4.19247170,1.60,0.99
1027,3,Scotland,3,"Glasgow City",A77,Major,A8,A814,258640,664720,55.85488971,-4.25982162,0.30,0.19
1011,3,Scotland,3,"Glasgow City",A8,Major,"A8 Bridgegate",A89/A749,259560,664750,55.85542700,-4.24515260,0.30,0.19
1010,3,Scotland,3,"Glasgow City",A8,Major,"A8 Morrison St",A77,258500,664640,55.85413041,-4.26201444,0.60,0.37
1009,3,Scotland,3,"Glasgow City",A8,Major,"A8 Paisley Rd",A77,258500,664500,55.85287351,-4.26194138,0.70,0.43
1001,3,Scotland,3,"Glasgow City",M8,Major,16,15,259700,666300,55.86938300,-4.24372040,1.10,0.68
1000,3,Scotland,3,"Glasgow City",M8,Major,11,10,266200,666110,55.86952600,-4.13983290,1.80,1.12
63,3,Scotland,3,"Glasgow City",M74,Major,A74,A724,263553,662467,55.83607600,-4.18026750,0.10,0.06
61,3,Scotland,3,"Glasgow City",A8,Major,M8,"Morrison Street",257982,664405,55.85186700,-4.27015900,0.10,0.06
